"obs","Edible/Poisonous","Cap-Shape","Cap-Surface","Cap-Color","Odor"
"4079","Poisonous","Flat","Scaly","Yellow","Foul"
"4080","Poisonous","Flat","Fibrous","Yellow","Foul"
"4081","Poisonous","Convex","Scaly","Gray","Foul"
"4082","Poisonous","Convex","Scaly","Gray","Foul"
"4083","Poisonous","Flat","Fibrous","Yellow","Foul"
"4084","Poisonous","Convex","Scaly","Yellow","Foul"
"4085","Poisonous","Convex","Fibrous","Yellow","Foul"
"4086","Poisonous","Convex","Scaly","Gray","Foul"
"4087","Poisonous","Convex","Fibrous","Yellow","Foul"
"4088","Edible","Convex","Fibrous","Gray","None"
"4089","Poisonous","Flat","Scaly","Gray","Foul"
"4090","Edible","Flat","Scaly","Red","None"
"4091","Poisonous","Convex","Fibrous","Gray","Foul"
"4092","Poisonous","Flat","Fibrous","Yellow","Foul"
"4093","Edible","Flat","Scaly","Brown","None"
"4094","Edible","Flat","Fibrous","Gray","None"
"4095","Poisonous","Flat","Scaly","Gray","Foul"
"4096","Edible","Convex","Fibrous","Red","None"
"4097","Edible","Flat","Fibrous","Red","None"
"4098","Poisonous","Flat","Scaly","Yellow","Foul"
"4099","Poisonous","Convex","Fibrous","White","Creosote"
"4100","Poisonous","Convex","Scaly","Gray","Foul"
"4101","Poisonous","Convex","Scaly","Red","Fishy"
"4102","Poisonous","Convex","Fibrous","Yellow","Foul"
"4103","Poisonous","Flat","Scaly","Gray","Foul"
"4104","Edible","Flat","Scaly","Gray","None"
"4105","Poisonous","Convex","Scaly","Brown","Foul"
"4106","Edible","Flat","Scaly","Red","None"
"4107","Poisonous","Bell","Smooth","Buff","None"
"4108","Edible","Flat","Fibrous","Gray","None"
"4109","Poisonous","Flat","Fibrous","Gray","Foul"
"4110","Edible","Flat","Scaly","Gray","None"
"4111","Poisonous","Flat","Fibrous","Yellow","Foul"
"4112","Poisonous","Flat","Fibrous","Yellow","Foul"
"4113","Poisonous","Flat","Fibrous","Gray","Foul"
"4114","Edible","Flat","Fibrous","Red","None"
"4115","Poisonous","Convex","Fibrous","Gray","Foul"
"4116","Poisonous","Flat","Fibrous","Yellow","Foul"
"4117","Poisonous","Convex","Fibrous","Yellow","Foul"
"4118","Poisonous","Convex","Fibrous","Yellow","Foul"
"4119","Poisonous","Flat","Fibrous","Yellow","Foul"
"4120","Poisonous","Flat","Fibrous","Yellow","Foul"
"4121","Poisonous","Convex","Scaly","Gray","Foul"
"4122","Edible","Flat","Scaly","Red","None"
"4123","Poisonous","Flat","Fibrous","Gray","Foul"
"4124","Poisonous","Flat","Fibrous","Yellow","Foul"
"4125","Edible","Flat","Fibrous","Brown","None"
"4126","Poisonous","Convex","Scaly","Yellow","Foul"
"4127","Poisonous","Convex","Scaly","Yellow","Foul"
"4128","Edible","Flat","Scaly","Brown","None"
"4129","Poisonous","Flat","Scaly","Gray","Foul"
"4130","Edible","Flat","Fibrous","Red","None"
"4131","Poisonous","Convex","Scaly","Yellow","Foul"
"4132","Poisonous","Flat","Scaly","Gray","Foul"
"4133","Poisonous","Convex","Scaly","Yellow","Foul"
"4134","Poisonous","Convex","Smooth","Gray","Creosote"
"4135","Edible","Flat","Fibrous","Gray","None"
"4136","Poisonous","Flat","Scaly","Gray","Foul"
"4137","Poisonous","Convex","Fibrous","Gray","Foul"
"4138","Poisonous","Flat","Scaly","Gray","Foul"
"4139","Edible","Flat","Scaly","Brown","None"
"4140","Poisonous","Convex","Scaly","Yellow","Foul"
"4141","Poisonous","Flat","Fibrous","Gray","Foul"
"4142","Edible","Flat","Scaly","Red","None"
"4143","Edible","Flat","Scaly","Red","None"
"4144","Poisonous","Flat","Smooth","Gray","Foul"
"4145","Poisonous","Convex","Fibrous","Gray","Foul"
"4146","Poisonous","Flat","Scaly","Gray","Foul"
"4147","Poisonous","Convex","Scaly","Gray","Foul"
"4148","Poisonous","Convex","Fibrous","Yellow","Foul"
"4149","Poisonous","Flat","Scaly","Gray","Foul"
"4150","Poisonous","Flat","Scaly","Gray","Foul"
"4151","Edible","Flat","Scaly","Red","None"
"4152","Poisonous","Convex","Scaly","Gray","Foul"
"4153","Poisonous","Flat","Scaly","Gray","Foul"
"4154","Poisonous","Convex","Scaly","Gray","Foul"
"4155","Edible","Flat","Fibrous","Red","None"
"4156","Edible","Flat","Scaly","Red","None"
"4157","Edible","Flat","Scaly","Red","None"
"4158","Poisonous","Flat","Fibrous","Yellow","Foul"
"4159","Poisonous","Flat","Fibrous","Gray","Foul"
"4160","Edible","Flat","Scaly","Brown","None"
"4161","Poisonous","Convex","Scaly","Gray","Foul"
"4162","Edible","Flat","Fibrous","Gray","None"
"4163","Poisonous","Convex","Fibrous","Yellow","Foul"
"4164","Poisonous","Convex","Scaly","Yellow","Foul"
"4165","Poisonous","Convex","Scaly","Yellow","Foul"
"4166","Edible","Flat","Fibrous","Cinnamon","None"
"4167","Poisonous","Convex","Fibrous","Gray","Foul"
"4168","Poisonous","Flat","Fibrous","Gray","Foul"
"4169","Poisonous","Convex","Scaly","Gray","Foul"
"4170","Poisonous","Flat","Scaly","Gray","Foul"
"4171","Poisonous","Convex","Smooth","Buff","Foul"
"4172","Poisonous","Flat","Fibrous","Gray","Foul"
"4173","Poisonous","Convex","Scaly","Gray","Foul"
"4174","Poisonous","Flat","Fibrous","Yellow","Foul"
"4175","Poisonous","Flat","Fibrous","Gray","Foul"
"4176","Poisonous","Flat","Fibrous","Gray","Foul"
"4177","Edible","Flat","Fibrous","Gray","None"
"4178","Poisonous","Convex","Fibrous","Yellow","Foul"
"4179","Poisonous","Convex","Fibrous","Yellow","Foul"
"4180","Edible","Flat","Scaly","Red","None"
"4181","Poisonous","Flat","Scaly","Gray","Foul"
"4182","Poisonous","Flat","Fibrous","Gray","Foul"
"4183","Poisonous","Convex","Scaly","Yellow","Foul"
"4184","Edible","Flat","Fibrous","Gray","None"
"4185","Poisonous","Convex","Fibrous","Gray","Foul"
"4186","Poisonous","Convex","Fibrous","Gray","Foul"
"4187","Edible","Flat","Scaly","Brown","None"
"4188","Edible","Flat","Fibrous","Gray","None"
"4189","Poisonous","Convex","Scaly","Gray","Foul"
"4190","Poisonous","Flat","Scaly","Yellow","Foul"
"4191","Poisonous","Flat","Fibrous","Yellow","Foul"
"4192","Poisonous","Flat","Fibrous","Gray","Foul"
"4193","Poisonous","Flat","Fibrous","Gray","Foul"
"4194","Poisonous","Flat","Scaly","Gray","Foul"
"4195","Poisonous","Flat","Smooth","Buff","Foul"
"4196","Edible","Flat","Fibrous","Red","None"
"4197","Poisonous","Convex","Scaly","Brown","Fishy"
"4198","Edible","Convex","Scaly","Gray","None"
"4199","Poisonous","Convex","Fibrous","Gray","Creosote"
"4200","Poisonous","Convex","Fibrous","Pink","Creosote"
"4201","Poisonous","Convex","Scaly","Brown","Fishy"
"4202","Poisonous","Flat","Fibrous","Gray","Foul"
"4203","Poisonous","Convex","Fibrous","Yellow","Foul"
"4204","Poisonous","Convex","Smooth","Gray","Foul"
"4205","Poisonous","Flat","Scaly","Gray","Foul"
"4206","Poisonous","Convex","Fibrous","Yellow","Foul"
"4207","Poisonous","Flat","Scaly","Gray","Foul"
"4208","Poisonous","Flat","Fibrous","Gray","Foul"
"4209","Poisonous","Flat","Scaly","Gray","Foul"
"4210","Poisonous","Convex","Scaly","Gray","Foul"
"4211","Poisonous","Flat","Fibrous","Gray","Foul"
"4212","Poisonous","Convex","Fibrous","Yellow","Foul"
"4213","Poisonous","Flat","Fibrous","Yellow","Foul"
"4214","Poisonous","Convex","Fibrous","Yellow","Foul"
"4215","Poisonous","Convex","Fibrous","Yellow","Foul"
"4216","Poisonous","Convex","Scaly","Yellow","Foul"
"4217","Poisonous","Flat","Smooth","Gray","Foul"
"4218","Poisonous","Convex","Fibrous","Yellow","Foul"
"4219","Poisonous","Flat","Fibrous","Yellow","Foul"
"4220","Poisonous","Flat","Scaly","Gray","Foul"
"4221","Poisonous","Flat","Fibrous","Yellow","Foul"
"4222","Poisonous","Flat","Fibrous","Yellow","Foul"
"4223","Poisonous","Convex","Scaly","Gray","Foul"
"4224","Poisonous","Convex","Scaly","Gray","Foul"
"4225","Edible","Flat","Scaly","Red","None"
"4226","Poisonous","Flat","Fibrous","Yellow","Foul"
"4227","Poisonous","Flat","Fibrous","Gray","Foul"
"4228","Poisonous","Flat","Scaly","Gray","Foul"
"4229","Poisonous","Convex","Fibrous","Yellow","Foul"
"4230","Poisonous","Convex","Fibrous","Yellow","Foul"
"4231","Poisonous","Convex","Fibrous","Gray","Foul"
"4232","Poisonous","Convex","Scaly","Yellow","Foul"
"4233","Poisonous","Flat","Smooth","White","Foul"
"4234","Poisonous","Flat","Fibrous","Yellow","Foul"
"4235","Poisonous","Flat","Fibrous","Yellow","Foul"
"4236","Poisonous","Flat","Scaly","Gray","Foul"
"4237","Poisonous","Flat","Fibrous","Yellow","Foul"
"4238","Poisonous","Flat","Fibrous","Yellow","Foul"
"4239","Poisonous","Flat","Fibrous","Gray","Foul"
"4240","Poisonous","Convex","Scaly","Gray","Foul"
"4241","Poisonous","Convex","Fibrous","Yellow","Foul"
"4242","Poisonous","Flat","Fibrous","Gray","Foul"
"4243","Poisonous","Convex","Fibrous","Yellow","Foul"
"4244","Poisonous","Flat","Scaly","Gray","Foul"
"4245","Poisonous","Convex","Scaly","Yellow","Foul"
"4246","Poisonous","Convex","Smooth","White","Foul"
"4247","Poisonous","Flat","Fibrous","Gray","Foul"
"4248","Poisonous","Convex","Smooth","Buff","Foul"
"4249","Poisonous","Flat","Scaly","Gray","Foul"
"4250","Poisonous","Convex","Scaly","Gray","Foul"
"4251","Poisonous","Convex","Fibrous","Yellow","Foul"
"4252","Poisonous","Convex","Fibrous","Yellow","Foul"
"4253","Poisonous","Convex","Scaly","Yellow","Foul"
"4254","Edible","Flat","Scaly","Gray","None"
"4255","Poisonous","Flat","Scaly","Yellow","Foul"
"4256","Poisonous","Convex","Scaly","Gray","Foul"
"4257","Poisonous","Flat","Fibrous","Yellow","Foul"
"4258","Poisonous","Flat","Scaly","Yellow","Foul"
"4259","Poisonous","Flat","Fibrous","Yellow","Foul"
"4260","Poisonous","Convex","Scaly","Gray","Foul"
"4261","Poisonous","Flat","Fibrous","Gray","Foul"
"4262","Poisonous","Convex","Scaly","Gray","Foul"
"4263","Poisonous","Convex","Fibrous","Pink","Creosote"
"4264","Poisonous","Convex","Scaly","Yellow","Foul"
"4265","Poisonous","Convex","Fibrous","Yellow","Foul"
"4266","Poisonous","Flat","Fibrous","Yellow","Foul"
"4267","Poisonous","Convex","Scaly","Gray","Foul"
"4268","Poisonous","Flat","Fibrous","Gray","Foul"
"4269","Poisonous","Convex","Scaly","Gray","Foul"
"4270","Poisonous","Convex","Fibrous","Yellow","Foul"
"4271","Poisonous","Convex","Fibrous","Yellow","Foul"
"4272","Poisonous","Convex","Scaly","Gray","Foul"
"4273","Poisonous","Convex","Scaly","Yellow","Foul"
"4274","Poisonous","Flat","Scaly","Gray","Foul"
"4275","Poisonous","Flat","Scaly","Gray","Foul"
"4276","Poisonous","Convex","Fibrous","Yellow","Foul"
"4277","Edible","Knobbed","Scaly","Brown","None"
"4278","Poisonous","Flat","Fibrous","Gray","Foul"
"4279","Poisonous","Convex","Scaly","Yellow","Foul"
"4280","Poisonous","Flat","Fibrous","Yellow","Foul"
"4281","Poisonous","Convex","Scaly","Gray","Foul"
"4282","Poisonous","Convex","Fibrous","Gray","Foul"
"4283","Poisonous","Flat","Fibrous","Yellow","Foul"
"4284","Edible","Flat","Smooth","Pink","None"
"4285","Poisonous","Flat","Fibrous","Yellow","Foul"
"4286","Poisonous","Convex","Fibrous","Yellow","Foul"
"4287","Poisonous","Convex","Scaly","Gray","Foul"
"4288","Poisonous","Flat","Scaly","Gray","Foul"
"4289","Poisonous","Convex","Fibrous","Yellow","Foul"
"4290","Poisonous","Flat","Scaly","Gray","Foul"
"4291","Poisonous","Flat","Scaly","Gray","Foul"
"4292","Edible","Knobbed","Smooth","Pink","None"
"4293","Poisonous","Convex","Fibrous","Yellow","Foul"
"4294","Poisonous","Flat","Fibrous","Yellow","Foul"
"4295","Poisonous","Flat","Fibrous","Gray","Foul"
"4296","Poisonous","Flat","Fibrous","Gray","Foul"
"4297","Poisonous","Convex","Fibrous","Yellow","Foul"
"4298","Poisonous","Flat","Fibrous","Gray","Foul"
"4299","Poisonous","Convex","Scaly","Gray","Foul"
"4300","Poisonous","Flat","Scaly","Yellow","Foul"
"4301","Poisonous","Flat","Fibrous","Gray","Foul"
"4302","Poisonous","Convex","Fibrous","Yellow","Foul"
"4303","Poisonous","Flat","Fibrous","Gray","Foul"
"4304","Poisonous","Flat","Fibrous","Gray","Foul"
"4305","Poisonous","Flat","Fibrous","Yellow","Foul"
"4306","Edible","Flat","Scaly","Gray","None"
"4307","Poisonous","Flat","Scaly","Gray","Foul"
"4308","Poisonous","Flat","Scaly","Gray","Foul"
"4309","Poisonous","Flat","Scaly","Gray","Foul"
"4310","Poisonous","Convex","Scaly","Yellow","Foul"
"4311","Poisonous","Convex","Scaly","Gray","Foul"
"4312","Poisonous","Convex","Scaly","Yellow","Foul"
"4313","Poisonous","Flat","Fibrous","Yellow","Foul"
"4314","Poisonous","Convex","Fibrous","Yellow","Foul"
"4315","Poisonous","Convex","Scaly","Yellow","Foul"
"4316","Poisonous","Flat","Fibrous","Gray","Foul"
"4317","Poisonous","Convex","Fibrous","Yellow","Foul"
"4318","Poisonous","Flat","Fibrous","Gray","Foul"
"4319","Poisonous","Flat","Scaly","Gray","Foul"
"4320","Poisonous","Flat","Fibrous","Gray","Foul"
"4321","Poisonous","Flat","Scaly","Yellow","Foul"
"4322","Poisonous","Flat","Fibrous","Gray","Foul"
"4323","Poisonous","Convex","Fibrous","Yellow","Foul"
"4324","Poisonous","Flat","Scaly","Gray","Foul"
"4325","Poisonous","Flat","Scaly","Gray","Foul"
"4326","Poisonous","Flat","Scaly","Gray","Foul"
"4327","Edible","Convex","Scaly","Green","None"
"4328","Poisonous","Flat","Scaly","Yellow","Foul"
"4329","Poisonous","Convex","Fibrous","Yellow","Foul"
"4330","Poisonous","Convex","Scaly","Brown","Spicy"
"4331","Poisonous","Flat","Scaly","Yellow","Foul"
"4332","Poisonous","Knobbed","Scaly","Brown","None"
"4333","Poisonous","Flat","Fibrous","Yellow","Foul"
"4334","Poisonous","Convex","Scaly","Gray","Foul"
"4335","Poisonous","Convex","Scaly","Gray","Foul"
"4336","Poisonous","Flat","Scaly","Gray","Foul"
"4337","Poisonous","Convex","Fibrous","Yellow","Foul"
"4338","Poisonous","Convex","Fibrous","Gray","Foul"
"4339","Poisonous","Convex","Scaly","Gray","Foul"
"4340","Poisonous","Convex","Scaly","Gray","Foul"
"4341","Poisonous","Convex","Scaly","Gray","Foul"
"4342","Edible","Flat","Scaly","Red","None"
"4343","Poisonous","Flat","Fibrous","Yellow","Foul"
"4344","Poisonous","Convex","Scaly","Yellow","Foul"
"4345","Poisonous","Flat","Fibrous","Yellow","Foul"
"4346","Poisonous","Convex","Fibrous","Yellow","Foul"
"4347","Poisonous","Flat","Fibrous","Gray","Foul"
"4348","Poisonous","Flat","Fibrous","Gray","Foul"
"4349","Poisonous","Convex","Scaly","Yellow","Foul"
"4350","Poisonous","Flat","Smooth","Buff","Foul"
"4351","Poisonous","Convex","Scaly","Gray","Foul"
"4352","Poisonous","Convex","Scaly","Yellow","Foul"
"4353","Poisonous","Flat","Fibrous","Gray","Foul"
"4354","Poisonous","Flat","Scaly","Gray","Foul"
"4355","Poisonous","Flat","Fibrous","Yellow","Foul"
"4356","Poisonous","Flat","Scaly","Gray","Foul"
"4357","Poisonous","Convex","Scaly","Gray","Foul"
"4358","Edible","Convex","Smooth","Red","None"
"4359","Poisonous","Flat","Fibrous","Gray","Foul"
"4360","Poisonous","Flat","Fibrous","Yellow","Foul"
"4361","Poisonous","Flat","Scaly","Gray","Foul"
"4362","Poisonous","Convex","Scaly","Yellow","Foul"
"4363","Poisonous","Flat","Scaly","Gray","Foul"
"4364","Poisonous","Convex","Fibrous","Yellow","Foul"
"4365","Poisonous","Bell","Scaly","White","None"
"4366","Poisonous","Flat","Smooth","Buff","Foul"
"4367","Poisonous","Convex","Scaly","Yellow","Foul"
"4368","Poisonous","Flat","Scaly","Gray","Foul"
"4369","Poisonous","Flat","Scaly","Gray","Foul"
"4370","Poisonous","Flat","Scaly","Yellow","Foul"
"4371","Poisonous","Flat","Fibrous","Gray","Foul"
"4372","Poisonous","Convex","Scaly","Yellow","Foul"
"4373","Poisonous","Convex","Fibrous","Yellow","Foul"
"4374","Poisonous","Flat","Fibrous","Gray","Foul"
"4375","Poisonous","Convex","Smooth","White","Foul"
"4376","Edible","Flat","Scaly","Gray","None"
"4377","Poisonous","Convex","Scaly","Brown","Fishy"
"4378","Poisonous","Flat","Scaly","Gray","Foul"
"4379","Poisonous","Flat","Fibrous","Gray","Foul"
"4380","Edible","Flat","Scaly","Red","None"
"4381","Edible","Convex","Scaly","Buff","None"
"4382","Poisonous","Convex","Scaly","Yellow","Foul"
"4383","Poisonous","Convex","Scaly","Yellow","Foul"
"4384","Poisonous","Convex","Scaly","Yellow","Foul"
"4385","Poisonous","Convex","Scaly","Yellow","Foul"
"4386","Poisonous","Flat","Fibrous","Yellow","Foul"
"4387","Poisonous","Flat","Scaly","Gray","Foul"
"4388","Poisonous","Convex","Fibrous","Gray","Foul"
"4389","Poisonous","Flat","Scaly","Yellow","Foul"
"4390","Poisonous","Convex","Scaly","Gray","Foul"
"4391","Poisonous","Convex","Scaly","Yellow","Foul"
"4392","Poisonous","Flat","Scaly","Gray","Foul"
"4393","Poisonous","Flat","Scaly","Yellow","Foul"
"4394","Poisonous","Convex","Scaly","Gray","Foul"
"4395","Poisonous","Flat","Scaly","Gray","Foul"
"4396","Poisonous","Flat","Scaly","Gray","Foul"
"4397","Edible","Convex","Scaly","Purple","None"
"4398","Poisonous","Convex","Fibrous","Gray","Foul"
"4399","Poisonous","Flat","Fibrous","Yellow","Foul"
"4400","Poisonous","Flat","Fibrous","Yellow","Foul"
"4401","Poisonous","Convex","Fibrous","Yellow","Foul"
"4402","Poisonous","Flat","Fibrous","Yellow","Foul"
"4403","Poisonous","Flat","Fibrous","Gray","Foul"
"4404","Poisonous","Flat","Scaly","Gray","Foul"
"4405","Poisonous","Flat","Fibrous","Gray","Foul"
"4406","Poisonous","Flat","Fibrous","Yellow","Foul"
"4407","Poisonous","Flat","Scaly","Yellow","Foul"
"4408","Poisonous","Flat","Fibrous","Gray","Foul"
"4409","Poisonous","Flat","Scaly","Gray","Foul"
"4410","Poisonous","Flat","Fibrous","Yellow","Foul"
"4411","Edible","Flat","Fibrous","Red","None"
"4412","Poisonous","Flat","Smooth","Buff","Foul"
"4413","Poisonous","Flat","Scaly","Gray","Foul"
"4414","Poisonous","Flat","Fibrous","Gray","Foul"
"4415","Poisonous","Convex","Scaly","Yellow","Foul"
"4416","Poisonous","Flat","Fibrous","Yellow","Foul"
"4417","Poisonous","Flat","Scaly","Yellow","Foul"
"4418","Edible","Flat","Scaly","Brown","None"
"4419","Poisonous","Flat","Scaly","Yellow","Foul"
"4420","Edible","Convex","Smooth","Buff","None"
"4421","Poisonous","Convex","Scaly","Yellow","Foul"
"4422","Poisonous","Convex","Fibrous","Yellow","Foul"
"4423","Poisonous","Convex","Scaly","Yellow","Foul"
"4424","Poisonous","Flat","Scaly","Gray","Foul"
"4425","Edible","Flat","Fibrous","Red","None"
"4426","Poisonous","Flat","Fibrous","Yellow","Foul"
"4427","Poisonous","Flat","Fibrous","Yellow","Foul"
"4428","Poisonous","Convex","Scaly","Yellow","Foul"
"4429","Poisonous","Convex","Fibrous","Yellow","Foul"
"4430","Poisonous","Convex","Scaly","Brown","Fishy"
"4431","Poisonous","Flat","Fibrous","Yellow","Foul"
"4432","Poisonous","Convex","Scaly","Yellow","Foul"
"4433","Poisonous","Flat","Fibrous","Yellow","Foul"
"4434","Poisonous","Flat","Fibrous","Yellow","Foul"
"4435","Poisonous","Flat","Scaly","Gray","Foul"
"4436","Poisonous","Flat","Scaly","Gray","Foul"
"4437","Poisonous","Flat","Scaly","Gray","Foul"
"4438","Poisonous","Flat","Fibrous","Gray","Foul"
"4439","Poisonous","Convex","Smooth","Gray","Creosote"
"4440","Poisonous","Convex","Scaly","Yellow","Foul"
"4441","Poisonous","Flat","Smooth","Gray","Foul"
"4442","Poisonous","Convex","Scaly","Gray","Foul"
"4443","Poisonous","Convex","Scaly","Yellow","Foul"
"4444","Poisonous","Convex","Scaly","Yellow","Foul"
"4445","Edible","Flat","Scaly","Gray","None"
"4446","Poisonous","Flat","Fibrous","Gray","Foul"
"4447","Poisonous","Flat","Scaly","Yellow","Foul"
"4448","Poisonous","Flat","Scaly","Gray","Foul"
"4449","Poisonous","Convex","Scaly","Yellow","Foul"
"4450","Poisonous","Convex","Scaly","Gray","Foul"
"4451","Poisonous","Convex","Fibrous","Yellow","Foul"
"4452","Edible","Flat","Scaly","Brown","None"
"4453","Poisonous","Convex","Scaly","Gray","Foul"
"4454","Poisonous","Flat","Fibrous","Yellow","Foul"
"4455","Poisonous","Convex","Scaly","Gray","Foul"
"4456","Poisonous","Convex","Scaly","Yellow","Foul"
"4457","Poisonous","Flat","Fibrous","Gray","Foul"
"4458","Poisonous","Flat","Fibrous","Gray","Foul"
